Joint 1,Joint 2,Joint 3,Joint 4,Joint 5,Joint 6,Joint 7
0.000653299,0.0541035,0.0105906,-0.053078,0.0212725,-0.0410312,0.00938339
-0.0573664,0.0980505,-0.0172005,-0.114213,-0.0389727,-0.0655884,0.0386687
0.0724806,0.124334,0.0663138,-0.0978554,0.00513881,-0.119653,-0.0589744
-0.108619,0.0920169,-0.110341,-0.133924,-0.052114,-0.0968033,0.0834928
0.115921,0.0396436,0.0648556,-0.0365305,0.0544797,-0.0668015,-0.0933292
-0.0826869,0.0371809,-0.0699965,-0.061769,-0.0187237,-0.0540152,0.0703099
0.0573006,0.043939,0.038108,0.0121626,0.0273114,-0.041444,-0.0498148
0.000656493,0.0540662,0.0105875,-0.0530691,0.0212714,-0.0410278,0.00938317
-0.0573641,0.0980135,-0.0172028,-0.114203,-0.0389727,-0.0655858,0.0386683
0.0724829,0.124296,0.0663122,-0.0978494,0.0051365,-0.119647,-0.0589751
-0.108625,0.0919823,-0.110341,-0.133915,-0.0521098,-0.0968004,0.0834914
0.115921,0.0396073,0.0648516,-0.0365227,0.0544771,-0.0667965,-0.093327
-0.0826876,0.0371453,-0.0699989,-0.0617595,-0.0187205,-0.0540114,0.070309
0.0573019,0.0438991,0.0381049,0.0121689,0.0273096,-0.0414383,-0.0498133
0.000659778,0.0540286,0.0105847,-0.0530596,0.0212703,-0.0410243,0.00938294
-0.0573617,0.097976,-0.0172048,-0.114193,-0.0389725,-0.065583,0.0386679
0.0724852,0.124257,0.0663109,-0.0978427,0.00513423,-0.119642,-0.0589757
-0.108631,0.0919473,-0.11034,-0.133905,-0.0521057,-0.0967975,0.0834901
0.115921,0.0395707,0.0648479,-0.0365142,0.0544746,-0.0667915,-0.0933248
-0.082688,0.0371093,-0.070001,-0.0617496,-0.0187173,-0.0540076,0.0703082
0.0573034,0.0438589,0.0381021,0.0121758,0.0273079,-0.0414326,-0.0498118
0.000663148,0.0539906,0.0105822,-0.0530495,0.0212693,-0.0410208,0.00938269
-0.0573591,0.0979383,-0.0172064,-0.114182,-0.0389723,-0.0655801,0.0386676
0.0724876,0.124218,0.0663098,-0.0978353,0.00513202,-0.119637,-0.0589762
-0.108636,0.0919119,-0.11034,-0.133895,-0.0521016,-0.0967944,0.0834888
0.115921,0.0395338,0.0648445,-0.0365053,0.0544722,-0.0667864,-0.0933226
-0.0826881,0.0370729,-0.0700027,-0.0617391,-0.0187141,-0.0540037,0.0703072
0.0573049,0.0438185,0.0380996,0.0121833,0.0273062,-0.041427,-0.0498103
0.000666597,0.0539523,0.0105801,-0.053039,0.0212684,-0.0410172,0.00938243
-0.0573564,0.0979001,-0.0172077,-0.114171,-0.038972,-0.0655772,0.0386672
0.0724901,0.124178,0.066309,-0.0978273,0.00512985,-0.119631,-0.0589767
-0.108641,0.0918761,-0.110339,-0.133884,-0.0520975,-0.0967913,0.0834875
0.115921,0.0394966,0.0648413,-0.0364958,0.0544697,-0.0667814,-0.0933205
-0.082688,0.0370363,-0.0700042,-0.0617282,-0.0187109,-0.0539998,0.0703063
0.0573065,0.0437779,0.0380974,0.0121914,0.0273045,-0.0414214,-0.0498088
0.00067012,0.0539137,0.0105783,-0.053028,0.0212676,-0.0410136,0.00938215
-0.0573537,0.0978617,-0.0172088,-0.114159,-0.0389717,-0.0655742,0.0386668
0.0724926,0.124139,0.0663085,-0.0978188,0.00512774,-0.119626,-0.0589772
-0.108645,0.0918401,-0.110338,-0.133873,-0.0520935,-0.0967882,0.0834862
0.115921,0.0394592,0.0648385,-0.0364858,0.0544673,-0.0667764,-0.0933183
-0.0826877,0.0369994,-0.0700053,-0.0617169,-0.0187077,-0.0539959,0.0703054
0.0573082,0.0437372,0.0380955,0.0122,0.027303,-0.0414158,-0.0498073
0.000673711,0.053875,0.0105768,-0.0530166,0.0212668,-0.0410099,0.00938187
-0.0573508,0.0978231,-0.0172095,-0.114147,-0.0389713,-0.0655711,0.0386664
0.0724951,0.124099,0.0663081,-0.0978098,0.00512566,-0.119621,-0.0589776
-0.10865,0.0918037,-0.110337,-0.133862,-0.0520896,-0.0967849,0.083485
0.115921,0.0394216,0.064836,-0.0364755,0.0544649,-0.0667714,-0.0933162
-0.0826871,0.0369622,-0.0700062,-0.0617053,-0.0187044,-0.0539919,0.0703044
0.0573099,0.0436964,0.0380938,0.012209,0.0273014,-0.0414102,-0.0498058
0.000677366,0.053836,0.0105756,-0.0530048,0.0212661,-0.0410062,0.00938157
-0.0573479,0.0977843,-0.01721,-0.114134,-0.0389708,-0.0655679,0.038666
0.0724977,0.124059,0.0663081,-0.0978003,0.00512363,-0.119615,-0.058978
-0.108654,0.0917672,-0.110335,-0.13385,-0.0520857,-0.0967816,0.0834837
0.115922,0.0393838,0.0648337,-0.0364647,0.0544626,-0.0667664,-0.0933142
-0.0826863,0.0369249,-0.0700068,-0.0616933,-0.0187012,-0.0539879,0.0703034
0.0573117,0.0436555,0.0380924,0.0122185,0.0272999,-0.0414047,-0.0498043
0.000681079,0.0537969,0.0105747,-0.0529927,0.0212654,-0.0410024,0.00938126
-0.0573448,0.0977453,-0.0172102,-0.114121,-0.0389703,-0.0655647,0.0386655
0.0725003,0.124019,0.0663082,-0.0977903,0.00512164,-0.11961,-0.0589783
-0.108657,0.0917304,-0.110334,-0.133837,-0.0520819,-0.0967783,0.0834826
0.115922,0.0393459,0.0648317,-0.0364536,0.0544603,-0.0667614,-0.0933121
-0.0826853,0.0368874,-0.0700071,-0.061681,-0.0186979,-0.0539839,0.0703024
0.0573136,0.0436146,0.0380913,0.0122284,0.0272985,-0.0413992,-0.0498029
0.000684845,0.0537577,0.0105741,-0.0529802,0.0212648,-0.0409986,0.00938094
-0.0573417,0.0977062,-0.0172102,-0.114108,-0.0389698,-0.0655614,0.0386651
0.0725029,0.123979,0.0663085,-0.0977799,0.00511968,-0.119605,-0.0589786
-0.10866,0.0916935,-0.110332,-0.133825,-0.0520781,-0.0967749,0.0834814
0.115923,0.039308,0.0648299,-0.0364422,0.054458,-0.0667564,-0.09331
-0.0826842,0.0368498,-0.0700072,-0.0616684,-0.0186947,-0.0539799,0.0703014
0.0573155,0.0435736,0.0380904,0.0122387,0.0272971,-0.0413937,-0.0498014
0.000688657,0.0537184,0.0105738,-0.0529674,0.0212642,-0.0409948,0.00938061
-0.0573385,0.097667,-0.0172099,-0.114095,-0.0389692,-0.065558,0.0386647
0.0725056,0.123939,0.0663091,-0.0977692,0.00511777,-0.119599,-0.0589788
-0.108663,0.0916564,-0.11033,-0.133812,-0.0520743,-0.0967715,0.0834802
0.115923,0.0392699,0.0648284,-0.0364305,0.0544557,-0.0667514,-0.093308
-0.0826828,0.0368122,-0.070007,-0.0616556,-0.0186915,-0.0539759,0.0703003
0.0573174,0.0435327,0.0380897,0.0122492,0.0272957,-0.0413882,-0.0498
0.000692513,0.0536791,0.0105737,-0.0529544,0.0212637,-0.0409909,0.00938027
-0.0573353,0.0976277,-0.0172094,-0.114081,-0.0389685,-0.0655546,0.0386642
0.0725083,0.123899,0.0663098,-0.0977581,0.00511588,-0.119594,-0.0589791
-0.108666,0.0916193,-0.110328,-0.133799,-0.0520706,-0.096768,0.0834791
0.115924,0.0392319,0.0648271,-0.0364185,0.0544535,-0.0667465,-0.093306
-0.0826813,0.0367744,-0.0700066,-0.0616426,-0.0186882,-0.0539718,0.0702993
0.0573194,0.0434919,0.0380893,0.0122601,0.0272944,-0.0413828,-0.0497985
0.000696405,0.0536397,0.0105738,-0.0529412,0.0212633,-0.040987,0.00937992
-0.057332,0.0975884,-0.0172087,-0.114067,-0.0389678,-0.0655512,0.0386637
0.072511,0.123859,0.0663107,-0.0977468,0.00511403,-0.119589,-0.0589793
-0.108669,0.0915821,-0.110326,-0.133786,-0.052067,-0.0967645,0.083478
0.115925,0.0391938,0.064826,-0.0364063,0.0544512,-0.0667416,-0.093304
-0.0826796,0.0367367,-0.070006,-0.0616294,-0.018685,-0.0539677,0.0702982
0.0573215,0.0434511,0.0380891,0.0122712,0.0272931,-0.0413774,-0.0497971
0.000700329,0.0536004,0.0105742,-0.0529278,0.0212629,-0.0409831,0.00937956
-0.0573286,0.0975491,-0.0172077,-0.114053,-0.0389671,-0.0655477,0.0386633
0.0725137,0.123818,0.0663118,-0.0977351,0.00511221,-0.119584,-0.0589794
-0.108671,0.0915449,-0.110323,-0.133773,-0.0520634,-0.096761,0.0834769
0.115926,0.0391558,0.0648251,-0.0363939,0.0544491,-0.0667366,-0.093302
-0.0826778,0.036699,-0.0700052,-0.0616161,-0.0186817,-0.0539636,0.0702971
0.0573236,0.0434104,0.038089,0.0122826,0.0272919,-0.041372,-0.0497957
0.000704281,0.0535612,0.0105748,-0.0529142,0.0212625,-0.0409792,0.00937919
-0.0573252,0.0975098,-0.0172066,-0.114039,-0.0389663,-0.0655441,0.0386628
0.0725165,0.123778,0.066313,-0.0977233,0.00511042,-0.119578,-0.0589796
-0.108673,0.0915077,-0.110321,-0.133759,-0.0520598,-0.0967574,0.0834759
0.115927,0.0391179,0.0648244,-0.0363814,0.0544469,-0.0667318,-0.0933001
-0.0826758,0.0366613,-0.0700041,-0.0616026,-0.0186785,-0.0539596,0.070296
0.0573257,0.0433699,0.0380892,0.0122942,0.0272907,-0.0413666,-0.0497942
0.000708255,0.053522,0.0105756,-0.0529006,0.0212622,-0.0409753,0.00937882
-0.0573218,0.0974706,-0.0172053,-0.114024,-0.0389655,-0.0655406,0.0386623
0.0725192,0.123739,0.0663144,-0.0977112,0.00510866,-0.119573,-0.0589797
-0.108674,0.0914706,-0.110318,-0.133746,-0.0520563,-0.0967538,0.0834748
0.115928,0.03908,0.0648239,-0.0363687,0.0544447,-0.0667269,-0.0932982
-0.0826737,0.0366237,-0.0700029,-0.0615891,-0.0186753,-0.0539555,0.0702948
0.0573278,0.0433295,0.0380895,0.0123059,0.0272895,-0.0413613,-0.0497928
0.000712247,0.0534829,0.0105765,-0.0528867,0.0212619,-0.0409713,0.00937844
-0.0573183,0.0974316,-0.0172038,-0.11401,-0.0389646,-0.065537,0.0386618
0.072522,0.123699,0.0663159,-0.097699,0.00510692,-0.119568,-0.0589797
-0.108676,0.0914335,-0.110315,-0.133732,-0.0520529,-0.0967502,0.0834738
0.115929,0.0390423,0.0648235,-0.0363559,0.0544426,-0.0667221,-0.0932962
-0.0826715,0.0365862,-0.0700015,-0.0615755,-0.0186721,-0.0539514,0.0702937
0.0573299,0.0432894,0.03809,0.0123178,0.0272883,-0.0413561,-0.0497914
0.000716251,0.0534439,0.0105777,-0.0528729,0.0212616,-0.0409673,0.00937805
-0.0573148,0.0973926,-0.0172021,-0.113995,-0.0389638,-0.0655333,0.0386614
0.0725247,0.123659,0.0663176,-0.0976866,0.0051052,-0.119562,-0.0589798
-0.108677,0.0913965,-0.110312,-0.133718,-0.0520495,-0.0967466,0.0834728
0.11593,0.0390047,0.0648234,-0.0363431,0.0544405,-0.0667172,-0.0932943
-0.0826691,0.0365488,-0.07,-0.0615618,-0.0186689,-0.0539473,0.0702926
0.0573321,0.0432494,0.0380906,0.0123297,0.0272872,-0.0413508,-0.04979
0.000720264,0.0534051,0.010579,-0.0528589,0.0212614,-0.0409634,0.00937766
-0.0573112,0.0973538,-0.0172003,-0.113981,-0.0389629,-0.0655297,0.0386609
0.0725275,0.12362,0.0663194,-0.0976741,0.00510351,-0.119557,-0.0589798
-0.108678,0.0913597,-0.110309,-0.133705,-0.0520461,-0.0967429,0.0834718
0.115931,0.0389673,0.0648233,-0.0363301,0.0544384,-0.0667125,-0.0932924
-0.0826667,0.0365116,-0.0699983,-0.0615482,-0.0186657,-0.0539432,0.0702914
0.0573343,0.0432097,0.0380914,0.0123418,0.0272861,-0.0413456,-0.0497886
0.000724282,0.0533665,0.0105805,-0.052845,0.0212612,-0.0409594,0.00937726
-0.0573077,0.0973151,-0.0171984,-0.113966,-0.0389619,-0.065526,0.0386604
0.0725302,0.123581,0.0663213,-0.0976615,0.00510184,-0.119552,-0.0589798
-0.108679,0.091323,-0.110306,-0.133691,-0.0520428,-0.0967392,0.0834708
0.115932,0.0389302,0.0648235,-0.0363172,0.0544363,-0.0667077,-0.0932906
-0.0826641,0.0364746,-0.0699965,-0.0615345,-0.0186625,-0.0539391,0.0702902
0.0573364,0.0431703,0.0380923,0.0123539,0.027285,-0.0413405,-0.0497872
0.000728299,0.0533282,0.0105822,-0.052831,0.021261,-0.0409554,0.00937685
-0.0573041,0.0972767,-0.0171963,-0.113952,-0.038961,-0.0655223,0.0386598
0.072533,0.123542,0.0663233,-0.0976489,0.00510019,-0.119547,-0.0589797
-0.10868,0.0912864,-0.110303,-0.133677,-0.0520395,-0.0967355,0.0834699
0.115933,0.0388932,0.0648237,-0.0363042,0.0544342,-0.066703,-0.0932887
-0.0826615,0.0364377,-0.0699945,-0.0615208,-0.0186593,-0.053935,0.0702891
0.0573386,0.0431311,0.0380934,0.0123661,0.0272839,-0.0413354,-0.0497859
0.000732312,0.05329,0.010584,-0.052817,0.0212609,-0.0409514,0.00937644
-0.0573005,0.0972385,-0.017194,-0.113937,-0.03896,-0.0655185,0.0386593
0.0725357,0.123503,0.0663254,-0.0976362,0.00509856,-0.119542,-0.0589797
-0.108681,0.0912501,-0.110299,-0.133663,-0.0520363,-0.0967318,0.0834689
0.115934,0.0388565,0.0648241,-0.0362912,0.0544322,-0.0666983,-0.0932869
-0.0826587,0.0364011,-0.0699924,-0.0615072,-0.0186561,-0.053931,0.0702879
0.0573408,0.0430922,0.0380946,0.0123783,0.0272829,-0.0413303,-0.0497845
0.000736317,0.0532521,0.0105859,-0.0528031,0.0212608,-0.0409474,0.00937602
-0.0572969,0.0972005,-0.0171917,-0.113923,-0.038959,-0.0655148,0.0386588
0.0725384,0.123465,0.0663276,-0.0976234,0.00509695,-0.119537,-0.0589796
-0.108681,0.091214,-0.110296,-0.13365,-0.0520331,-0.0967281,0.083468
0.115935,0.03882,0.0648246,-0.0362783,0.0544301,-0.0666936,-0.0932851
-0.0826559,0.0363648,-0.0699902,-0.0614937,-0.018653,-0.0539269,0.0702867
0.057343,0.0430537,0.0380959,0.0123905,0.0272819,-0.0413252,-0.0497831
0.00074031,0.0532145,0.010588,-0.0527892,0.0212607,-0.0409434,0.0093756
-0.0572933,0.0971628,-0.0171893,-0.113908,-0.038958,-0.065511,0.0386583
0.0725411,0.123427,0.0663299,-0.0976107,0.00509535,-0.119531,-0.0589795
-0.108681,0.0911782,-0.110293,-0.133636,-0.05203,-0.0967244,0.0834671
0.115937,0.0387839,0.0648252,-0.0362654,0.0544281,-0.066689,-0.0932833
-0.082653,0.0363287,-0.0699878,-0.0614802,-0.0186498,-0.0539228,0.0702855
0.0573451,0.0430155,0.0380972,0.0124027,0.0272809,-0.0413203,-0.0497818
0.000744287,0.0531772,0.0105901,-0.0527754,0.0212606,-0.0409394,0.00937517
-0.0572897,0.0971254,-0.0171867,-0.113894,-0.038957,-0.0655073,0.0386578
0.0725437,0.123389,0.0663322,-0.097598,0.00509376,-0.119526,-0.0589794
-0.108681,0.0911426,-0.110289,-0.133623,-0.0520269,-0.0967207,0.0834662
0.115938,0.038748,0.0648259,-0.0362526,0.0544261,-0.0666843,-0.0932815
-0.0826501,0.0362929,-0.0699854,-0.0614669,-0.0186467,-0.0539188,0.0702843
0.0573473,0.0429777,0.0380987,0.0124148,0.0272799,-0.0413153,-0.0497804
0.000748245,0.0531402,0.0105924,-0.0527617,0.0212606,-0.0409354,0.00937474
-0.0572861,0.0970883,-0.0171841,-0.11388,-0.038956,-0.0655035,0.0386573
0.0725464,0.123352,0.0663347,-0.0975854,0.00509219,-0.119521,-0.0589793
-0.108681,0.0911073,-0.110286,-0.133609,-0.0520239,-0.096717,0.0834653
0.115939,0.0387125,0.0648267,-0.0362399,0.0544241,-0.0666798,-0.0932797
-0.0826471,0.0362575,-0.0699829,-0.0614536,-0.0186436,-0.0539148,0.0702831
0.0573495,0.0429402,0.0381003,0.0124268,0.0272789,-0.0413104,-0.0497791
0.00075218,0.0531035,0.0105948,-0.0527481,0.0212606,-0.0409315,0.0093743
-0.0572825,0.0970515,-0.0171814,-0.113866,-0.0389549,-0.0654997,0.0386567
0.072549,0.123315,0.0663371,-0.0975728,0.00509064,-0.119516,-0.0589791
-0.108681,0.0910723,-0.110282,-0.133596,-0.0520209,-0.0967133,0.0834645
0.11594,0.0386773,0.0648276,-0.0362273,0.0544221,-0.0666752,-0.0932779
-0.082644,0.0362223,-0.0699803,-0.0614405,-0.0186405,-0.0539108,0.0702819
0.0573516,0.0429031,0.0381019,0.0124388,0.0272779,-0.0413055,-0.0497777
0.000756089,0.0530672,0.0105972,-0.0527347,0.0212605,-0.0409275,0.00937386
-0.057279,0.0970151,-0.0171786,-0.113852,-0.0389539,-0.0654959,0.0386562
0.0725516,0.123278,0.0663397,-0.0975603,0.00508909,-0.119511,-0.0589789
-0.108681,0.0910377,-0.110278,-0.133583,-0.0520179,-0.0967096,0.0834636
0.115941,0.0386425,0.0648285,-0.0362148,0.0544201,-0.0666707,-0.0932762
-0.0826409,0.0361876,-0.0699777,-0.0614275,-0.0186374,-0.0539068,0.0702806
0.0573537,0.0428665,0.0381036,0.0124507,0.027277,-0.0413007,-0.0497764
0.000759969,0.0530313,0.0105997,-0.0527213,0.0212605,-0.0409236,0.00937342
-0.0572754,0.096979,-0.0171757,-0.113838,-0.0389528,-0.0654921,0.0386557
0.0725541,0.123242,0.0663423,-0.0975478,0.00508756,-0.119506,-0.0589787
-0.108681,0.0910034,-0.110275,-0.13357,-0.052015,-0.0967059,0.0834628
0.115943,0.0386081,0.0648296,-0.0362024,0.0544181,-0.0666663,-0.0932745
-0.0826378,0.0361531,-0.0699749,-0.0614147,-0.0186344,-0.0539028,0.0702794
0.0573558,0.0428303,0.0381054,0.0124625,0.0272761,-0.0412959,-0.0497751
0.000763817,0.0529958,0.0106023,-0.0527081,0.0212605,-0.0409196,0.00937298
-0.0572719,0.0969433,-0.0171728,-0.113824,-0.0389518,-0.0654884,0.0386551
0.0725566,0.123206,0.0663449,-0.0975355,0.00508603,-0.119501,-0.0589785
-0.10868,0.0909694,-0.110271,-0.133557,-0.0520121,-0.0967021,0.083462
0.115944,0.0385741,0.0648307,-0.0361902,0.0544161,-0.0666618,-0.0932728
-0.0826346,0.0361191,-0.0699721,-0.0614021,-0.0186313,-0.0538989,0.0702782
0.0573578,0.0427945,0.0381072,0.0124741,0.0272752,-0.0412912,-0.0497738
0.00076763,0.0529606,0.010605,-0.0526951,0.0212606,-0.0409157,0.00937253
-0.0572684,0.096908,-0.0171699,-0.113811,-0.0389507,-0.0654846,0.0386546
0.0725591,0.123171,0.0663476,-0.0975233,0.00508451,-0.119497,-0.0589783
-0.10868,0.0909359,-0.110267,-0.133544,-0.0520093,-0.0966984,0.0834612
0.115945,0.0385404,0.0648318,-0.0361781,0.0544142,-0.0666574,-0.0932711
-0.0826314,0.0360855,-0.0699693,-0.0613896,-0.0186283,-0.0538949,0.0702769
0.0573598,0.0427591,0.0381091,0.0124857,0.0272742,-0.0412865,-0.0497725
0.000771405,0.0529259,0.0106077,-0.0526822,0.0212606,-0.0409118,0.00937207
-0.0572649,0.0968731,-0.0171669,-0.113797,-0.0389496,-0.0654808,0.038654
0.0725615,0.123136,0.0663502,-0.0975112,0.00508301,-0.119492,-0.0589781
-0.108679,0.0909027,-0.110264,-0.133531,-0.0520065,-0.0966948,0.0834604
0.115946,0.0385072,0.064833,-0.0361662,0.0544122,-0.0666531,-0.0932694
-0.0826282,0.0360522,-0.0699664,-0.0613773,-0.0186253,-0.053891,0.0702757
0.0573618,0.0427242,0.038111,0.012497,0.0272733,-0.0412818,-0.0497712
0.00077514,0.0528916,0.0106105,-0.0526696,0.0212606,-0.0409079,0.00937162
-0.0572614,0.0968387,-0.0171638,-0.113784,-0.0389485,-0.065477,0.0386535
0.0725639,0.123101,0.066353,-0.0974993,0.0050815,-0.119487,-0.0589778
-0.108679,0.0908699,-0.11026,-0.133519,-0.0520037,-0.0966911,0.0834596
0.115947,0.0384745,0.0648342,-0.0361545,0.0544102,-0.0666487,-0.0932677
-0.0826249,0.0360194,-0.0699635,-0.0613652,-0.0186223,-0.0538871,0.0702745
0.0573638,0.0426898,0.038113,0.0125082,0.0272724,-0.0412772,-0.0497699
0.000778833,0.0528577,0.0106133,-0.0526571,0.0212607,-0.040904,0.00937116
-0.057258,0.0968047,-0.0171607,-0.113771,-0.0389474,-0.0654732,0.038653
0.0725662,0.123067,0.0663557,-0.0974876,0.00508001,-0.119482,-0.0589775
-0.108678,0.0908376,-0.110256,-0.133507,-0.052001,-0.0966874,0.0834588
0.115949,0.0384421,0.0648355,-0.0361429,0.0544083,-0.0666445,-0.093266
-0.0826217,0.035987,-0.0699605,-0.0613534,-0.0186194,-0.0538832,0.0702732
0.0573657,0.0426559,0.038115,0.0125193,0.0272716,-0.0412726,-0.0497686
0.00078248,0.0528243,0.0106161,-0.0526448,0.0212607,-0.0409001,0.00937071
-0.0572546,0.0967711,-0.0171576,-0.113758,-0.0389463,-0.0654695,0.0386524
0.0725685,0.123033,0.0663584,-0.097476,0.00507852,-0.119477,-0.0589773
-0.108677,0.0908056,-0.110253,-0.133495,-0.0519983,-0.0966837,0.083458
0.11595,0.0384103,0.0648368,-0.0361316,0.0544064,-0.0666402,-0.0932644
-0.0826184,0.0359551,-0.0699575,-0.0613417,-0.0186164,-0.0538794,0.070272
0.0573676,0.0426225,0.038117,0.0125301,0.0272707,-0.0412681,-0.0497673
0.000786081,0.0527914,0.010619,-0.0526327,0.0212608,-0.0408963,0.00937024
-0.0572513,0.096738,-0.0171545,-0.113746,-0.0389453,-0.0654657,0.0386519
0.0725708,0.123,0.0663612,-0.0974645,0.00507704,-0.119473,-0.058977
-0.108676,0.0907741,-0.110249,-0.133483,-0.0519957,-0.0966801,0.0834573
0.115951,0.0383789,0.0648381,-0.0361204,0.0544044,-0.066636,-0.0932628
-0.0826151,0.0359236,-0.0699545,-0.0613303,-0.0186135,-0.0538756,0.0702707
0.0573695,0.0425895,0.038119,0.0125408,0.0272698,-0.0412636,-0.0497661
0.000789633,0.0527589,0.0106219,-0.0526209,0.0212609,-0.0408925,0.00936978
-0.0572479,0.0967053,-0.0171514,-0.113733,-0.0389442,-0.065462,0.0386513
0.072573,0.122967,0.0663639,-0.0974533,0.00507556,-0.119468,-0.0589767
-0.108676,0.0907431,-0.110245,-0.133472,-0.0519931,-0.0966765,0.0834566
0.115952,0.0383479,0.0648395,-0.0361095,0.0544025,-0.0666318,-0.0932612
-0.0826118,0.0358926,-0.0699515,-0.0613191,-0.0186106,-0.0538718,0.0702694
0.0573713,0.0425571,0.038121,0.0125513,0.0272689,-0.0412592,-0.0497648
0.000793133,0.0527269,0.0106248,-0.0526093,0.0212609,-0.0408887,0.00936932
-0.0572447,0.0966731,-0.0171482,-0.113721,-0.0389431,-0.0654582,0.0386508
0.0725751,0.122935,0.0663667,-0.0974423,0.00507409,-0.119463,-0.0589763
-0.108675,0.0907125,-0.110241,-0.133461,-0.0519905,-0.0966728,0.0834558
0.115953,0.0383175,0.0648408,-0.0360988,0.0544006,-0.0666277,-0.0932596
-0.0826085,0.0358621,-0.0699485,-0.0613082,-0.0186077,-0.053868,0.0702682
0.057373,0.0425252,0.0381231,0.0125615,0.0272681,-0.0412548,-0.0497636
0.000796582,0.0526954,0.0106277,-0.0525979,0.021261,-0.0408849,0.00936885
-0.0572414,0.0966414,-0.0171451,-0.11371,-0.038942,-0.0654545,0.0386502
0.0725772,0.122904,0.0663694,-0.0974314,0.00507262,-0.119459,-0.058976
-0.108674,0.0906824,-0.110238,-0.13345,-0.051988,-0.0966692,0.0834551
0.115954,0.0382875,0.0648422,-0.0360883,0.0543986,-0.0666236,-0.093258
-0.0826052,0.035832,-0.0699454,-0.0612975,-0.0186049,-0.0538643,0.0702669
0.0573747,0.0424938,0.0381251,0.0125716,0.0272672,-0.0412504,-0.0497623
0.000799976,0.0526644,0.0106307,-0.0525868,0.0212611,-0.0408811,0.00936838
-0.0572383,0.0966102,-0.0171419,-0.113698,-0.0389409,-0.0654508,0.0386497
0.0725793,0.122873,0.0663721,-0.0974208,0.00507115,-0.119454,-0.0589757
-0.108673,0.0906528,-0.110234,-0.133439,-0.0519855,-0.0966656,0.0834544
0.115955,0.0382581,0.0648436,-0.0360781,0.0543967,-0.0666195,-0.0932564
-0.082602,0.0358024,-0.0699424,-0.061287,-0.018602,-0.0538605,0.0702657
0.0573764,0.042463,0.0381272,0.0125814,0.0272664,-0.0412461,-0.0497611
0.000803315,0.0526339,0.0106336,-0.0525759,0.0212612,-0.0408774,0.00936791
-0.0572351,0.0965795,-0.0171387,-0.113687,-0.0389399,-0.0654471,0.0386491
0.0725813,0.122842,0.0663748,-0.0974104,0.00506968,-0.11945,-0.0589753
-0.108671,0.0906236,-0.110231,-0.133428,-0.051983,-0.096662,0.0834537
0.115956,0.0382291,0.064845,-0.0360681,0.0543948,-0.0666155,-0.0932548
-0.0825987,0.0357733,-0.0699394,-0.0612768,-0.0185992,-0.0538568,0.0702644
0.057378,0.0424326,0.0381293,0.0125911,0.0272655,-0.0412419,-0.0497598
0.000806597,0.0526039,0.0106366,-0.0525652,0.0212612,-0.0408737,0.00936744
-0.057232,0.0965492,-0.0171356,-0.113676,-0.0389388,-0.0654434,0.0386486
0.0725832,0.122812,0.0663775,-0.0974002,0.00506822,-0.119445,-0.058975
-0.10867,0.0905949,-0.110227,-0.133418,-0.0519805,-0.0966585,0.083453
0.115957,0.0382006,0.0648464,-0.0360583,0.0543929,-0.0666115,-0.0932533
-0.0825954,0.0357447,-0.0699363,-0.0612669,-0.0185964,-0.0538532,0.0702632
0.0573796,0.0424028,0.0381313,0.0126005,0.0272647,-0.0412377,-0.0497586
0.00080982,0.0525744,0.0106395,-0.0525548,0.0212613,-0.04087,0.00936697
-0.057229,0.0965195,-0.0171325,-0.113665,-0.0389377,-0.0654397,0.038648
0.0725851,0.122782,0.0663802,-0.0973902,0.00506676,-0.119441,-0.0589746
-0.108669,0.0905667,-0.110223,-0.133408,-0.0519781,-0.0966549,0.0834524
0.115958,0.0381727,0.0648478,-0.0360488,0.054391,-0.0666075,-0.0932517
-0.0825922,0.0357166,-0.0699333,-0.0612572,-0.0185936,-0.0538495,0.0702619
0.0573812,0.0423736,0.0381333,0.0126096,0.0272638,-0.0412335,-0.0497574
0.000812985,0.0525455,0.0106424,-0.0525447,0.0212614,-0.0408663,0.0093665
-0.057226,0.0964903,-0.0171294,-0.113654,-0.0389367,-0.065436,0.0386475
0.0725869,0.122753,0.0663828,-0.0973804,0.0050653,-0.119436,-0.0589742
-0.108668,0.090539,-0.11022,-0.133398,-0.0519757,-0.0966514,0.0834517
0.115959,0.0381453,0.0648491,-0.0360395,0.0543891,-0.0666036,-0.0932502
-0.0825889,0.0356891,-0.0699303,-0.0612477,-0.0185909,-0.0538459,0.0702606
0.0573826,0.0423449,0.0381354,0.0126186,0.027263,-0.0412293,-0.0497562
0.00081609,0.052517,0.0106453,-0.0525348,0.0212614,-0.0408626,0.00936603
-0.0572231,0.0964616,-0.0171263,-0.113644,-0.0389356,-0.0654324,0.0386469
0.0725886,0.122725,0.0663854,-0.0973709,0.00506384,-0.119432,-0.0589739
-0.108667,0.0905118,-0.110216,-0.133389,-0.0519734,-0.0966479,0.083451
0.11596,0.0381184,0.0648505,-0.0360305,0.0543872,-0.0665997,-0.0932487
-0.0825857,0.035662,-0.0699273,-0.0612386,-0.0185881,-0.0538423,0.0702594
0.0573841,0.0423167,0.0381374,0.0126273,0.0272621,-0.0412252,-0.049755
0.000819134,0.0524891,0.0106482,-0.0525251,0.0212615,-0.040859,0.00936556
