time,tx,ty,tz,rx,ry,rz
1719540241.5829902,299.28015947307904,299.28015947307904,299.28015947307904,14.964007973654057,14.964007973654057,14.964007973654057
1719540241.5850546,299.28015947307904,299.28015947307904,299.28015947307904,14.964007973654057,14.964007973654057,14.964007973654057
1719540241.5902011,299.28015947307904,299.28015947307904,299.28015947307904,14.964007973654057,14.964007973654057,14.964007973654057
1719540241.5943367,299.28015947307904,299.28015947307904,299.28015947307904,14.964007973654057,14.964007973654057,14.964007973654057
1719540241.5979419,299.28015947307904,299.28015947307904,299.28015947307904,14.964007973654057,14.964007973654057,14.964007973654057
1719540241.6005058,299.28015947307904,299.28015947307904,299.28015947307904,14.964007973654057,14.964007973654057,14.964007973654057
1719540241.6023846,299.28015947307904,299.28015947307904,299.28015947307904,14.964007973654057,14.964007973654057,14.964007973654057
1719540241.6043596,299.28015947307904,299.28015947307904,299.28015947307904,14.964007973654057,14.964007973654057,14.964007973654057
1719540241.6064599,299.28015947307904,299.28015947307904,299.28015947307904,14.964007973654057,14.964007973654057,14.964007973654057
1719540241.6093085,299.28015947307904,299.28015947307904,299.28015947307904,14.964007973654057,14.964007973654057,14.964007973654057
1719540241.6116986,299.28015947307904,299.28015947307904,299.28015947307904,14.964007973654057,14.964007973654057,14.964007973654057
1719540241.6145387,299.28015947307904,299.28015947307904,299.28015947307904,14.964007973654057,14.964007973654057,14.964007973654057
1719540241.6169074,299.28015947307904,299.28015947307904,299.28015947307904,14.964007973654057,14.964007973654057,14.964007973654057
1719540241.6192868,299.28015947307904,299.28015947307904,299.28015947307904,14.964007973654057,14.964007973654057,14.964007973654057
1719540241.6218846,299.28015947307904,299.28015947307904,299.28015947307904,14.964007973654057,14.964007973654057,14.964007973654057
1719540241.6242554,299.28015947307904,299.28015947307904,299.28015947307904,14.964007973654057,14.964007973654057,14.964007973654057
1719540241.6265228,299.28015947307904,299.28015947307904,299.28015947307904,14.964007973654057,14.964007973654057,14.964007973654057
1719540241.6287844,298.78619089325605,298.78619089325605,298.78619089325605,14.939309544662908,14.939309544662908,14.939309544662908
1719540241.6313963,298.2946921563322,298.2946921563322,298.2946921563322,14.914734607816715,14.914734607816715,14.914734607816715
1719540241.6335523,297.80565091309296,297.80565091309296,297.80565091309296,14.890282545654754,14.890282545654754,14.890282545654754
1719540241.635435,297.3190548760699,297.3190548760699,297.3190548760699,14.865952743803602,14.865952743803602,14.865952743803602
1719540241.637745,296.834891819232,296.834891819232,296.834891819232,14.841744590961707,14.841744590961707,14.841744590961707
1719540241.6396418,296.35314957767827,296.35314957767827,296.35314957767827,14.81765747888402,14.81765747888402,14.81765747888402
1719540241.6413033,295.8738160473323,295.8738160473323,295.8738160473323,14.79369080236672,14.79369080236672,14.79369080236672
1719540241.643382,295.39687918463807,295.39687918463807,295.39687918463807,14.76984395923201,14.76984395923201,14.76984395923201
1719540241.6456602,294.9223270062573,294.9223270062573,294.9223270062573,14.74611635031297,14.74611635031297,14.74611635031297
1719540241.6481507,294.45014758876846,294.45014758876846,294.45014758876846,14.722507379438527,14.722507379438527,14.722507379438527
1719540241.6502545,293.98032906836704,293.98032906836704,293.98032906836704,14.699016453418457,14.699016453418457,14.699016453418457
1719540241.6524215,293.5128596405676,293.5128596405676,293.5128596405676,14.675642982028487,14.675642982028487,14.675642982028487
1719540241.654855,293.04772755990723,293.04772755990723,293.04772755990723,14.652386377995466,14.652386377995466,14.652386377995466
1719540241.657745,292.58492113965013,292.58492113965013,292.58492113965013,14.62924605698261,14.62924605698261,14.62924605698261
1719540241.6616719,292.1244287514943,292.1244287514943,292.1244287514943,14.60622143757482,14.60622143757482,14.60622143757482
1719540241.6644113,291.66623882527927,291.66623882527927,291.66623882527927,14.583311941264068,14.583311941264068,14.583311941264068
1719540241.6672103,291.2103398486953,291.2103398486953,291.2103398486953,14.56051699243487,14.56051699243487,14.56051699243487
1719540241.670811,290.7567203669943,290.7567203669943,290.7567203669943,14.537836018349818,14.537836018349818,14.537836018349818
1719540241.673923,290.30536898270174,290.30536898270174,290.30536898270174,14.51526844913519,14.51526844913519,14.51526844913519
1719540241.6762035,289.85627435533064,289.85627435533064,289.85627435533064,14.492813717766635,14.492813717766635,14.492813717766635
1719540241.6787875,289.40942520109644,289.40942520109644,289.40942520109644,14.470471260054925,14.470471260054925,14.470471260054925
1719540241.6815054,288.9648102926334,288.9648102926334,288.9648102926334,14.448240514631772,14.448240514631772,14.448240514631772
1719540241.684076,288.52241845871265,288.52241845871265,288.52241845871265,14.426120922935736,14.426120922935736,14.426120922935736
1719540241.6874194,288.0822385839615,288.0822385839615,288.0822385839615,14.40411192919818,14.40411192919818,14.40411192919818
1719540241.6913419,287.64425960858415,287.64425960858415,287.64425960858415,14.382212980429312,14.382212980429312,14.382212980429312
1719540241.6949906,287.20847052808364,287.20847052808364,287.20847052808364,14.360423526404288,14.360423526404288,14.360423526404288
1719540241.6980834,286.77486039298566,286.77486039298566,286.77486039298566,14.338743019649389,14.338743019649389,14.338743019649389
1719540241.70157,286.3434183085632,286.3434183085632,286.3434183085632,14.317170915428264,14.317170915428264,14.317170915428264
1719540241.7045443,285.9141334345628,285.9141334345628,285.9141334345628,14.295706671728244,14.295706671728244,14.295706671728244
1719540241.7076511,285.48699498493244,285.48699498493244,285.48699498493244,14.274349749246724,14.274349749246724,14.274349749246724
1719540241.7099564,285.0619922275502,285.0619922275502,285.0619922275502,14.253099611377612,14.253099611377612,14.253099611377612
1719540241.7124908,284.63911448395487,284.63911448395487,284.63911448395487,14.231955724197846,14.231955724197846,14.231955724197846
1719540241.7152817,284.2183511290775,284.2183511290775,284.2183511290775,14.210917556453978,14.210917556453978,14.210917556453978
1719540241.7175827,283.7996915909746,283.7996915909746,283.7996915909746,14.189984579548831,14.189984579548831,14.189984579548831
1719540241.719526,283.3831253505621,283.3831253505621,283.3831253505621,14.169156267528209,14.169156267528209,14.169156267528209
1719540241.7213755,282.96864194135173,282.96864194135173,282.96864194135173,14.148432097067689,14.148432097067689,14.148432097067689
1719540241.7236378,282.5562309491874,282.5562309491874,282.5562309491874,14.127811547459473,14.127811547459473,14.127811547459473
1719540241.7264464,282.14588201198393,282.14588201198393,282.14588201198393,14.107294100599297,14.107294100599297,14.107294100599297
1719540241.7291873,281.73758481946646,281.73758481946646,281.73758481946646,14.086879240973422,14.086879240973422,14.086879240973422
1719540241.7312398,281.3313291129116,281.3313291129116,281.3313291129116,14.066566455645678,14.066566455645678,14.066566455645678
1719540241.733491,280.92710468488946,280.92710468488946,280.92710468488946,14.04635523424457,14.04635523424457,14.04635523424457
1719540241.7356987,280.5249013790074,280.5249013790074,280.5249013790074,14.02624506895047,14.02624506895047,14.02624506895047
1719540241.7381773,280.1247090896548,280.1247090896548,280.1247090896548,14.00623545448284,14.00623545448284,14.00623545448284
1719540241.740523,279.72651776174894,279.72651776174894,279.72651776174894,13.986325888087547,13.986325888087547,13.986325888087547
1719540241.7427802,279.3303173904826,279.3303173904826,279.3303173904826,13.966515869524232,13.966515869524232,13.966515869524232
1719540241.7450173,278.9360980210726,278.9360980210726,278.9360980210726,13.946804901053733,13.946804901053733,13.946804901053733
1719540241.74719,278.5438497485097,278.5438497485097,278.5438497485097,13.927192487425586,13.927192487425586,13.927192487425586
1719540241.74934,278.15356271730957,278.15356271730957,278.15356271730957,13.90767813586558,13.90767813586558,13.90767813586558
1719540241.7515152,277.76522712126547,277.76522712126547,277.76522712126547,13.888261356063374,13.888261356063374,13.888261356063374
1719540241.7545476,277.37883320320157,277.37883320320157,277.37883320320157,13.86894166016018,13.86894166016018,13.86894166016018
1719540241.7567658,276.994371254728,276.994371254728,276.994371254728,13.849718562736502,13.849718562736502,13.849718562736502
1719540241.758837,276.6118316159968,276.6118316159968,276.6118316159968,13.830591580799942,13.830591580799942,13.830591580799942
1719540241.761342,276.23120467545925,276.23120467545925,276.23120467545925,13.811560233773063,13.811560233773063,13.811560233773063
1719540241.7635994,275.8524808696244,275.8524808696244,275.8524808696244,13.79262404348132,13.79262404348132,13.79262404348132
1719540241.7658916,275.4756506828187,275.4756506828187,275.4756506828187,13.773782534141036,13.773782534141036,13.773782534141036
1719540241.768717,275.100704646947,275.100704646947,275.100704646947,13.755035232347453,13.755035232347453,13.755035232347453
1719540241.7713587,274.7276333412547,274.7276333412547,274.7276333412547,13.736381667062837,13.736381667062837,13.736381667062837
1719540241.7734418,274.3564273920909,274.3564273920909,274.3564273920909,13.717821369604644,13.717821369604644,13.717821369604644
1719540241.7758422,273.98707747267287,273.98707747267287,273.98707747267287,13.699353873633743,13.699353873633743,13.699353873633743
1719540241.7781875,273.61957430285196,273.61957430285196,273.61957430285196,13.680978715142697,13.680978715142697,13.680978715142697
1719540241.781884,273.25390864888016,273.25390864888016,273.25390864888016,13.662695432444105,13.662695432444105,13.662695432444105
1719540241.7843704,272.8900713231782,272.8900713231782,272.8900713231782,13.644503566159006,13.644503566159006,13.644503566159006
1719540241.7868977,272.5280531841047,272.5280531841047,272.5280531841047,13.626402659205333,13.626402659205333,13.626402659205333
1719540241.7898028,272.1678451357266,272.1678451357266,272.1678451357266,13.608392256786429,13.608392256786429,13.608392256786429
1719540241.7940805,271.8094381275904,271.8094381275904,271.8094381275904,13.59047190637962,13.59047190637962,13.59047190637962
1719540241.7977786,271.45282315449487,271.45282315449487,271.45282315449487,13.572641157724844,13.572641157724844,13.572641157724844
1719540241.8008754,271.09799125626483,271.09799125626483,271.09799125626483,13.554899562813342,13.554899562813342,13.554899562813342
1719540241.8034575,270.74493351752596,270.74493351752596,270.74493351752596,13.537246675876396,13.537246675876396,13.537246675876396
1719540241.8055878,270.39364106748076,270.39364106748076,270.39364106748076,13.519682053374137,13.519682053374137,13.519682053374137
1719540241.807463,270.0441050796858,270.0441050796858,270.0441050796858,13.502205253984387,13.502205253984387,13.502205253984387
1719540241.8094282,269.6963167718298,269.6963167718298,269.6963167718298,13.484815838591587,13.484815838591587,13.484815838591587
1719540241.8118684,269.3502674055131,269.3502674055131,269.3502674055131,13.46751337027575,13.46751337027575,13.46751337027575
1719540241.8145127,269.00594828602794,269.00594828602794,269.00594828602794,13.450297414301494,13.450297414301494,13.450297414301494
1719540241.8167744,268.6633507621402,268.6633507621402,268.6633507621402,13.433167538107108,13.433167538107108,13.433167538107108
1719540241.8192036,268.32246622587195,268.32246622587195,268.32246622587195,13.416123311293696,13.416123311293696,13.416123311293696
1719540241.821849,267.98328611228504,267.98328611228504,267.98328611228504,13.399164305614349,13.399164305614349,13.399164305614349
1719540241.8258357,267.6458018992661,267.6458018992661,267.6458018992661,13.382290094963398,13.382290094963398,13.382290094963398
1719540241.828223,267.3100051073122,267.3100051073122,267.3100051073122,13.365500255365703,13.365500255365703,13.365500255365703
1719540241.8305347,266.97588729931806,266.97588729931806,266.97588729931806,13.348794364965997,13.348794364965997,13.348794364965997
1719540241.8329043,266.6434400803639,266.6434400803639,266.6434400803639,13.33217200401829,13.33217200401829,13.33217200401829
1719540241.835379,266.31265509750455,266.31265509750455,266.31265509750455,13.31563275487532,13.31563275487532,13.31563275487532
1719540241.8382413,265.9835240395595,265.9835240395595,265.9835240395595,13.299176201978065,13.299176201978065,13.299176201978065
1719540241.841324,265.6560386369041,265.6560386369041,265.6560386369041,13.282801931845297,13.282801931845297,13.282801931845297
1719540241.8438041,265.330190661262,265.330190661262,265.330190661262,13.266509533063193,13.266509533063193,13.266509533063193
1719540241.8480031,265.00597192549816,265.00597192549816,265.00597192549816,13.250298596274998,13.250298596274998,13.250298596274998
1719540241.850564,264.6833742834131,264.6833742834131,264.6833742834131,13.234168714170746,13.234168714170746,13.234168714170746
1719540241.8533657,264.3623896295385,264.3623896295385,264.3623896295385,13.218119481477014,13.218119481477014,13.218119481477014
1719540241.8559947,264.04300989893324,264.04300989893324,264.04300989893324,13.202150494946752,13.202150494946752,13.202150494946752
