Solve Time,CBF Value
5.934173105000001,-2.824613132181469
5.985224007000001,-2.8565430132014966
6.060380934000001,-2.871884014033728
6.1258347020000015,-2.9057839150906086
6.1878588190000015,-2.9296688181970945
6.245451211000002,-2.957063163271654
6.3075194350000015,-2.946289140664147
6.369141101000001,-2.922810536961673
6.4315021030000015,-2.8988692883437404
6.490563869000002,-2.821790831699626
6.5512170790000015,-2.694920852134789
6.6116313940000015,-2.508744763148249
6.675816536000002,-2.340095888614359
6.728939772000002,-2.253580361272193
6.778514386000002,-2.1609519027501425
6.828548909000002,-2.0301780083550693
6.885105372000002,-1.953650142160586
6.942533971000001,-1.768722234108911
6.9984428900000015,-1.5726612592465885
7.056549789000002,-1.4532143427491244
7.114791156000002,-1.2973525480295724
7.171915055000001,-1.1000739590543296
7.232291938000001,-0.8982239710550278
7.282411338000001,-0.7539260560943509
7.336257220000001,-0.703493627211864
7.395172596000001,-0.6106741009123708
7.456159353000001,-0.4907917302155965
7.517127990000001,-0.3618641358022287
7.577161312000001,-0.233496314523277
7.636335134000001,-0.15473104456785505
7.693302631000001,-0.06503705383895554
7.744448661000001,0.07159826269941398
7.797787189000001,0.18490889641021743
7.852454185000001,0.21360842606232205
7.912776470000001,0.2767910244864047
7.974746465000001,0.37165555754330926
8.036540508000002,0.5138405770051493
8.096419573000002,0.6057483185346065
8.147287846000003,0.687833721996312
8.198523045000004,0.766643701553032
8.248798848000003,0.780537740032671
8.300291062000003,0.7998318026138804
8.350661517000002,0.8260221600639256
8.399932862000002,0.8331420210433387
8.461609841000001,0.8391874527375279
8.520213605000002,0.8588712885751214
8.581432821000002,0.8563567493284308
8.640315296000002,0.8779458069612057
8.692289593000002,0.9648651723911348
8.741545917000002,1.0209131266632994
8.801008941000001,1.1034925044426993
8.854708196,1.1462428952667798
8.919463397000001,1.160445423278035
8.977864267000001,1.2245889129682572
9.034744264,1.2733000258049627
9.086515189,1.2784418952621583
9.139189483,1.2364419272404732
9.199232103,1.2277739487393173
9.260991336,1.2172968236077149
9.318804981,1.2350814592724135
9.378293038999999,1.270884957740077
9.435621263,1.2977994675737279
9.494905235,1.305589062424417
9.551942111999999,1.3158693406914734
9.607604027999999,1.3158727839797906
9.671594381999999,1.2972072754119957
9.728615045999998,1.2723296809359232
9.788531541999998,1.2669389111826268
9.847716807999998,1.2429597225340487
9.909603117999998,1.2032139714196026
9.961587904999998,1.1464983997854958
10.016020058999999,1.0832777154264197
10.073997735999999,1.0074725357154501
10.131204366999999,0.9077454987061759
10.179819106999998,0.7886310566719423
10.227966309,0.7305042896471212
10.27670908,0.6378638055917434
10.32624507,0.5932254112351341
10.375831604,0.5004394679360292
10.436728716,0.3716283989450987
10.494289876,0.2544411064704837
10.546628476,0.15962175609557677
10.602502824,-0.015958614155853257
10.652621748,-0.17562303182785843
10.702875139,-0.31527810674986395
10.767430546,-0.4058637361228459
10.838335516999999,-0.5663800378058177
10.910969974999999,-0.7561423258011569
10.991771939,-0.9116364445736569
11.056063415999999,-1.090747741406214
11.123305322999999,-1.230695600638946
11.188440562999999,-1.3730934213617003
11.249534131999999,-1.4911649000894387
11.311285259,-1.614480785503732
11.37187791,-1.6878582863138243
11.434027673000001,-1.8071018346338104
11.508905888000001,-1.8909739463420774
11.570485831000001,-2.0014491021966654
11.633912087,-2.0467245068352455
11.696810485,-2.0675907033834324
11.759704115,-2.03929544789436
11.823561432,-2.007162309570053
11.898160936,-1.9587295260881121
11.973342897,-1.9528185988987312
12.051006557000001,-1.8169839745181433
12.128510477,-1.5325902922534167
12.188456775,-1.2594263696108836
12.256924154,-1.003321580646038
12.323830844,-0.6603527398026956
12.397060633999999,-0.42591881835625195
12.474164725,-0.1730186682534286
12.545692683,0.1585845666466888
12.613663197000001,0.3573796739067551
12.683519364,0.490708268192986
12.751103879,0.7278038216072139
12.814867497,0.8605087031032312
12.881185532,0.9896825546405661
12.965486766,1.0727964969444352
13.029662371999999,1.1783079174466058
13.088143112,1.2478392846250992
13.156060936,1.292765001508095
13.23134494,1.3584514087105841
13.304472924999999,1.3937978873939063
13.377243281999998,1.4129621889909945
13.434909344999998,1.428648432554908
13.507543326999997,1.4205373966207808
13.570722342999996,1.4119030189934947
13.636766434999997,1.3942020883392745
13.699826240999997,1.3718456417988794
13.762123584999996,1.3614868485712235
13.825647592999996,1.3380840691732216
13.887716292999995,1.3033709861887601
13.951221703999995,1.2623731324513578
14.013972281999994,1.1944836359189663
14.074909686999995,1.0976205395854943
14.139799832999994,1.002940513946854
14.202047347999994,0.9057121627251481
14.264283895999993,0.8018762570932623
14.329763412999993,0.6898963324724968
14.390758991999993,0.5370059875028023
14.454259634999993,0.40418547657287063
14.517675161999993,0.2878202976746936
14.579049110999993,0.15666637750035867
14.644046545999993,0.018403622470489434
14.710737943999993,-0.20228734860356012
14.776336669999992,-0.45538652772419663
14.845740079999992,-0.5776964748334481
14.907530784999992,-0.823866501279686
14.970826625999992,-1.0277912216514942
15.033172845999992,-1.1905619008249901
15.112152814999993,-1.3276816127795243
15.189756393999993,-1.4523218842554897
15.258937836999992,-1.6609210261900411
15.324573517999992,-1.7482794457526438
15.425067902999992,-1.787944588447496
15.501413584999991,-1.9958747364433365
15.575866461999992,-2.1063732323681297
15.643246651999991,-2.1033913060421225
15.715061426999991,-2.117202462976459
15.777836322999992,-2.2119092608254673
15.846291303999992,-2.2803912645334905
15.934805392999992,-2.3389763357433178
16.01509976299999,-2.2714610589068718
16.095344541999992,-2.267426648932335
16.17824888099999,-2.241068693662987
16.25499748999999,-2.213567999303736
16.33166026799999,-2.188713330183325
16.40174483999999,-2.089214933924888
16.473163839999987,-1.9950434580296665
16.545733448999986,-1.7812283305863033
16.612620111999984,-1.4270357129446085
16.679569955999984,-1.2578921279498025
16.742042536999985,-1.0723700487172145
16.805075640999984,-0.8476368705107202
16.871989721999984,-0.6306235257284484
16.971537108999986,-0.372516968414509
17.040491576999987,0.0006080667449128718
17.116525406999987,0.14528980932001628
17.193325753999986,0.30264661468706566
17.271564479999984,0.5130881527886677
17.346988912999983,0.6544214182672509
17.42705177899998,0.8563157160191661
17.500303741999982,0.9548361315510715
17.581326480999984,1.095297079674967
17.657608981999985,1.158001620736846
17.732613559999987,1.2364668702219188
17.810848947999986,1.292066914061887
17.892967697999985,1.351409807538911
17.957811113999984,1.382638612569025
18.018582578999983,1.3717656049232985
18.094944711999982,1.3563391478642766
18.16121792399998,1.3357862004560441
18.23335313499998,1.2920743131794168
18.30736350699998,1.2660088461065613
18.38204407399998,1.2086072486987411
18.460627791999983,1.180025251469186
18.526900766999983,1.1366617947678042
18.592044112999982,1.1167067927955026
18.657585380999983,1.09988389875723
18.733149287999982,1.0779262754341672
18.819123027999982,1.0148183001411808
18.900398967999983,0.9501456370367835
18.979266641999985,0.9172940888216383
19.040326355999984,0.8870170681151799
19.105306147999983,0.8470995523438071
19.166799783999984,0.7834008012121961
19.229483365999982,0.7185184948347216
19.29566431099998,0.6550934618802267
19.36006689099998,0.597264102547723
19.42408108799998,0.5327897486005402
19.48992729299998,0.5183592345325142
19.55988907899998,0.4797212576134299
19.62686681799998,0.4197615373100674
19.69212722799998,0.36680998028966894
19.759532927999977,0.32303614108495354
19.82300853699998,0.2744534177866754
19.887377499999978,0.19758317686490856
19.95038318599998,0.13552825789792386
20.01645159699998,0.07980700888017872
20.08085131599998,0.003475859432204809
20.14387178399998,-0.06688716637100965
20.20827841799998,-0.1392358405755983
20.277629852999983,-0.19828592579106982
20.339369297999983,-0.28272104698499706
20.400262117999983,-0.3554248005300053
20.46080446299998,-0.4190174077243436
20.52362894999998,-0.4740654939712859
20.603575228999983,-0.5427336264045335
20.664731739999983,-0.6182281103914952
20.728004215999984,-0.7168277928663316
20.787781236999983,-0.8247025797929175
20.86464881699998,-0.8701991384040562
20.944658991999983,-0.8830151680793692
21.019346711999983,-0.9126357523148482
21.092712877999983,-0.8768203751553576
21.165775774999982,-0.824456538711485
21.240485190999983,-0.6839571762120119
21.31324934899998,-0.5586744017678351
21.38746714499998,-0.43640836205577566
21.45103549799998,-0.2681518559263072
21.51871967099998,-0.12468946256368767
21.59206247099998,0.0037587184219026676
21.66985535399998,0.1204682360910623
21.74847006499998,0.3029085475641254
21.82751655299998,0.4578097151989472
21.891371008999982,0.5323588969284399
21.95703410799998,0.6363160595252189
22.02518558199998,0.7278680802627073
22.08779430099998,0.8302814727444834
22.15224003499998,0.9593308543615646
22.21701311699998,1.0192814894391626
22.27889227499998,1.07492955472703
22.34148406599998,1.1211502181478012
22.406356807999977,1.1731762419543093
22.469517465999978,1.2333981468014084
22.533057924999977,1.2998722334319752
22.591175075999978,1.348485199289579
22.650965448999976,1.3855734642438815
22.713893648999978,1.4093583406144996
22.775980707999977,1.4117730605938799
22.838968273999978,1.4041192000564133
22.90215086699998,1.3926861321607706
22.97455906599998,1.3853047273891743
23.04946803699998,1.3776224513989008
23.12706064799998,1.375760581924443
23.20363378099998,1.3768583883698307
23.272537465999978,1.3852528062064389
23.34342216999998,1.3956043149766197
23.41865872899998,1.3954789459734362
23.498939508999978,1.397470280886436
23.58223151599998,1.4018994107385747
23.64984416399998,1.4093183253687018
23.71822499599998,1.4130359023844528
23.78959464399998,1.415312569791196
23.86135768299998,1.4115644486091619
23.94063281399998,1.408649026215518
24.01544451099998,1.4068594869383748
24.083278172999982,1.4058067031174502
24.15653681099998,1.4081536063043514
24.25131964099998,1.4106884945445364
24.33919858399998,1.4163055306449488
24.41351270199998,1.4224888790620918
24.48801326199998,1.4275121285960721
24.56430339299998,1.4312937420486804
24.64159464299998,1.4360147034264032
24.71993755799998,1.437831877026298
24.79688047899998,1.4400098803257475
24.87567114399998,1.440270182288276
24.93976449599998,1.4409597817127515
25.00000285799998,1.439447135037921
25.06100821199998,1.4388635045665437
25.121913429999978,1.440088491625518
25.182168956999977,1.4388038848647333
25.241843696999975,1.4358146344136749
25.317575450999975,1.4317265962568204
25.395353313999976,1.4201918833851044
25.464759345999976,1.4064188043360797
25.528753991999977,1.3943285249954125
25.601392264999976,1.3906076514105141
25.682279105999978,1.3717386550091504
25.75913500399998,1.3549301379876788
25.82290052999998,1.3401832547478536
25.88899325899998,1.3341323926520927
25.964169020999982,1.3438913328159536
26.04865240599998,1.345546113067922
26.119578117999982,1.3489882426329198
26.18631648499998,1.3443785851361454
26.257143015999983,1.3394616658764484
26.32274579599998,1.3403964735938654
26.38880896199998,1.33693335090149
26.45420288699998,1.341671546531687
26.52218079299998,1.3466266915936669
26.59142040899998,1.3477355840008267
26.66045021699998,1.358559017453467
26.72977208699998,1.3852144054561117
26.80574798199998,1.4077759749135212
26.892751927999978,1.4246957387399068
26.977047676999977,1.428257682568694
27.04632877899998,1.434074363358664
27.12886452299998,1.4283885731180361
27.21507763499998,1.3968995471225432
27.28305577899998,1.3649926349924277
27.34944200199998,1.3452367995191075
27.414852854999978,1.3145598270840733
27.49076723799998,1.2790915878572595
27.57665228599998,1.2251442189080004
27.66786598899998,1.1558813162181762
27.741049048999983,1.0704660091160176
27.826878782999984,0.9691129599458643
27.901661392999983,0.8913417779665461
27.974927422999983,0.7732672719321758
28.050670859999983,0.6878947093690829
28.124054429999983,0.5454908233617815
28.209337708999982,0.4617808092961908
28.275851484999983,0.32512735981338026
28.362970348999983,0.20195383732219838
28.435140129999983,0.05563659817201633
28.506969925999982,-0.046371613073041294
28.57688140599998,-0.10689186658519703
28.65242504799998,-0.1461985106629617
28.72520160399998,-0.1822402082575548
28.801619526999982,-0.22068789634563235
28.882678028999983,-0.24659306182873134
28.958488460999984,-0.24919834951589284
29.024414058999984,-0.250166751691399
29.085334535999984,-0.25613323234274793
29.146871801999982,-0.2442138354809549
29.225492235999983,-0.24478160230430204
29.30228733699998,-0.2715976646538169
29.379895683999983,-0.2661369218775198
29.460674758999982,-0.21975877952226078
29.542300220999984,-0.21242210859862987
29.625581737999983,-0.1995849573831698
29.694317098999985,-0.20455714077156226
29.764136787999984,-0.20720373778620746
29.839714046999983,-0.1899252170561408
29.911113258999983,-0.1877799970671725
29.980761524999984,-0.14811023988686536
30.046868558999986,-0.13476216837521407
30.113770242999987,-0.10125264169219961
30.182665582999988,-0.1093183857367895
30.255536790999987,-0.09482548634927172
30.326704975999988,-0.04846373489934047
30.396505829999988,-0.041292244962045414
30.46566772199999,-0.04592250684425134
30.53409194699999,-0.0448960580752706
30.61779021999999,-0.03318417932778059
30.69964360899999,-0.032358723246546116
30.762579676999987,-0.03965596740181286
30.835613247999987,-0.026472358819815637
30.914441582999988,0.011004698158547394
30.99152564799999,0.08913458489803579
31.06587505099999,0.126708743450295
31.14252328599999,0.04753743420916565
31.21702336999999,0.04866280967014705
31.29142093399999,-0.004180247359974489
31.36867451399999,-0.10352475358978275
31.44341659299999,-0.16993152147141424
31.518172261999993,-0.26825391986796077
31.589356181999992,-0.3487342453670555
31.655610320999994,-0.4624578973449263
31.736666200999995,-0.521928017628492
31.810099361999995,-0.5978887347091437
31.872496841999997,-0.6493198369151185
31.937119958999997,-0.7079490522657819
32.005412576999994,-0.7640798830342851
32.075309037,-0.8342399467420976
32.14471983799999,-0.9104431112314759
32.210202931999994,-0.9743881889318373
32.28292083699999,-1.0334502319277084
32.362212418999995,-1.117658368399173
32.430916069999995,-1.1498535587663707
32.51074456999999,-1.2110410145889008
32.589442012999996,-1.2363859671523245
32.66119909099999,-1.2433279984594325
32.73389839899999,-1.2564746159509312
32.80596542099999,-1.2876008427655086
32.87288450899999,-1.2829172143950702
32.94595002899999,-1.2785617726682295
33.021232363999985,-1.2887212099854704
33.09882449899999,-1.2951854297421128
33.17301606999999,-1.3051148656972646
33.26440691799999,-1.358374569558545
33.34405183599999,-1.4778489175104896
33.42292189399999,-1.6003086257000962
33.50756144299999,-1.5765100670716024
33.583749530999995,-1.50683275887299
33.65562248,-1.5201258943844438
33.733577011,-1.5834172311242518
33.806165932,-1.6169525022337903
33.882782934,-1.621263852302011
33.959151504,-1.585447126302069
34.030867574,-1.6795322914717767
34.101820705,-1.6719606642523637
34.16710615,-1.7646674836586316
34.235681532,-1.7890878368533454
34.305077313,-1.8915268657662316
34.370290755,-1.8924181205197594
34.435220478,-1.9649661603993194
34.501779076999995,-2.022518904368035
34.565574166999994,-1.9791212237344982
34.63663959299999,-2.0624295917411595
34.71235465799999,-2.086713223988722
34.78558301799999,-2.088603873254674
34.85997247599999,-2.0812693458506057
34.92745637799999,-2.0452252965046256
34.997306106999986,-2.0159060053280338
35.07722759099999,-1.9756968190147297
35.15079641199999,-1.9133635243215106
35.22992086199999,-1.905527852818159
35.309302566999996,-1.8844881818137251
35.37439298499999,-1.8745319106203802
35.44368362299999,-1.8747140203677801
35.51967048499999,-1.8601577209695546
35.59469938099999,-1.8746767329071916
35.66758584799999,-1.8530155176381702
35.73179173299999,-1.8326208881666892
35.80418586599999,-1.828375931264402
35.88047885699999,-1.8266902072157827
35.95426273099999,-1.8138446205738148
36.03077530699999,-1.8087548898613006
36.107324121999994,-1.7983687788835387
36.17160129399999,-1.7984158113833955
36.23322248299999,-1.7983776406263927
36.29972171699999,-1.7983083300679579
36.37579369399999,-1.8055687441311763
36.438135383999985,-1.80009522440307
36.51399445299999,-1.8023360243449036
36.599233148999986,-1.8000416821681193
36.678835867999986,-1.8052061051952955
36.75283169699998,-1.8009349352819406
36.82677817299999,-1.7990153078627438
36.90301108299999,-1.800591815821745
36.98089718699999,-1.804783462713842
37.061530588999986,-1.8041615193491785
37.141907213999986,-1.812291691098686
37.216982362999985,-1.8194819984104365
37.288401839999985,-1.8273312521737122
37.35146546099998,-1.825371855221815
37.416160818999984,-1.8273393736244543
37.490681645999985,-1.828083345956175
37.57060193799998,-1.8237884848798942
37.64717745599998,-1.824426187732622
37.72440051899998,-1.8241424891227438
37.798471925999976,-1.8162988789130718
37.87153815999998,-1.821893644907287
37.96148919899998,-1.8165077788235318
38.03975915799998,-1.812050774931599
38.12700271499998,-1.8169702797822749
38.21220850799998,-1.8158962579706843
38.29452800599998,-1.818491850079302
38.378574131999976,-1.8153197062854958
38.463675259999974,-1.800431238716818
38.536074399999976,-1.8015355028033018
38.615289925999974,-1.8034850546908312
38.69557046799997,-1.8009062475928594
38.78604435799997,-1.7972804118518306
38.87797426999997,-1.7923867995707903
38.96546983599997,-1.7952745722676764
39.05331373099997,-1.7909965851063006
39.123424767999964,-1.7914882271843704
39.20619130099996,-1.7890732899816726
39.27969813299996,-1.7926101162749446
39.352863310999965,-1.789232775355804
39.42604780099997,-1.7918147507628643
